date,open,high,low,close
2021-06-28,133.41,135.25,133.39,134.78
2021-06-25,133.46,133.89,132.81,133.11
2021-06-24,134.45,134.64,132.93,133.41
2021-06-23,133.77,134.32,133.23,133.7
2021-06-22,132.13,134.08,131.62,133.98
2021-06-21,130.3,132.41,129.21,132.3
2021-06-18,130.71,131.51,130.25,130.46
2021-06-17,129.8,132.55,129.65,131.79
2021-06-16,130.37,130.89,128.46,130.15
2021-06-15,129.94,130.59,129.39,129.64
2021-06-14,127.82,130.49,127.07,130.48
2021-06-11,126.53,127.44,126.1,127.35
2021-06-10,127.02,128.19,125.94,126.11
2021-06-09,127.21,127.75,126.52,127.13
2021-06-08,126.6,128.46,126.21,126.74
2021-06-07,126.17,126.31,124.83,125.9
2021-06-04,124.07,126.16,123.85,125.89
2021-06-03,124.68,124.85,123.13,123.54
2021-06-02,124.28,125.24,124.05,125.06
2021-06-01,125.08,125.35,123.95,124.28
2021-05-28,125.57,125.8,124.55,124.61
2021-05-27,126.44,127.64,125.08,125.28
2021-05-26,126.96,127.39,126.42,126.85
2021-05-25,127.82,128.32,126.32,126.9
2021-05-24,126.01,127.94,125.94,127.1
2021-05-21,127.82,128.0,125.21,125.43
2021-05-20,125.23,127.72,125.1,127.31
2021-05-19,123.16,124.92,122.88,124.69
2021-05-18,126.56,126.99,124.78,124.85
2021-05-17,126.82,126.92,125.17,126.27
2021-05-14,126.25,127.89,125.85,127.45
2021-05-13,124.58,126.15,124.26,124.97
2021-05-12,123.4,124.64,122.25,122.77
2021-05-11,123.5,126.27,122.77,125.91
2021-05-10,129.41,129.54,126.81,126.85
2021-05-07,130.85,131.26,129.48,130.21
2021-05-06,127.89,129.75,127.13,129.74
2021-05-05,129.2,130.45,127.97,128.1
2021-05-04,131.19,131.49,126.7,127.85
2021-05-03,132.04,134.07,131.83,132.54
2021-04-30,131.78,133.56,131.07,131.46
2021-04-29,136.47,137.07,132.45,133.48
2021-04-28,134.31,135.02,133.08,133.58
2021-04-27,135.01,135.41,134.11,134.39
2021-04-26,134.83,135.06,133.56,134.72
2021-04-23,132.16,135.12,132.16,134.32
2021-04-22,133.04,134.15,131.41,131.94
2021-04-21,132.36,133.75,131.3,133.5
2021-04-20,135.02,135.53,131.81,133.11
2021-04-19,133.51,135.47,133.34,134.84
2021-04-16,134.3,134.67,133.28,134.16
2021-04-15,133.82,135.0,133.64,134.5
2021-04-14,134.940002,135.0,131.660004,132.029999
2021-04-13,132.440002,134.660004,131.929993,134.429993
2021-04-12,132.520004,132.850006,130.630005,131.240005
2021-04-09,129.800003,133.039993,129.470001,133.0
2021-04-08,128.949997,130.389999,128.520004,130.360001
2021-04-07,125.830002,127.919998,125.139999,127.900002
2021-04-06,126.5,127.129997,125.650002,126.209999
2021-04-05,123.870003,126.160004,123.07,125.900002
2021-04-01,123.660004,124.18,122.489998,123.0
2021-03-31,121.650002,123.519997,121.150002,122.150002
2021-03-30,120.110001,120.400002,118.860001,119.900002
2021-03-29,121.650002,122.580002,120.730003,121.389999
2021-03-26,120.349998,121.480003,118.919998,121.209999
2021-03-25,119.540001,121.660004,119.0,120.589996
2021-03-24,122.82,122.900002,120.07,120.089996
2021-03-23,123.330002,124.239998,122.139999,122.540001
2021-03-22,120.330002,123.870003,120.260002,123.389999
2021-03-19,119.900002,121.43,119.68,119.989998
2021-03-18,122.879997,123.18,120.32,120.529999
2021-03-17,124.050003,125.860001,122.339996,124.760002
2021-03-16,125.699997,127.220001,124.720001,125.57
2021-03-15,121.410004,124.0,120.419998,123.989998
2021-03-12,120.400002,121.169998,119.160004,121.029999
2021-03-11,122.540001,123.209999,121.260002,121.959999
2021-03-10,121.690002,122.169998,119.449997,119.980003
2021-03-09,119.029999,122.059998,118.790001,121.089996
2021-03-08,120.93,121.0,116.209999,116.360001
2021-03-05,120.980003,121.940002,117.57,121.419998
2021-03-04,121.75,123.599998,118.620003,120.129997
2021-03-03,124.809998,125.709999,121.839996,122.059998
2021-03-02,128.410004,128.720001,125.010002,125.120003
2021-03-01,123.75,127.93,122.790001,127.790001
2021-02-26,122.589996,124.849998,121.199997,121.260002
2021-02-25,124.68,126.459999,120.540001,120.989998
2021-02-24,124.940002,125.559998,122.230003,125.349998
2021-02-23,123.760002,126.709999,118.389999,125.860001
2021-02-22,128.009995,129.720001,125.599998,126.0
2021-02-19,130.240005,130.710007,128.800003,129.869995
2021-02-18,129.199997,130.0,127.410004,129.710007
2021-02-17,131.25,132.220001,129.470001,130.839996
2021-02-16,135.490005,136.009995,132.789993,133.190002
2021-02-12,134.350006,135.529999,133.690002,135.369995
2021-02-11,135.899994,136.389999,133.770004,135.130005
2021-02-10,136.479996,136.990005,134.399994,135.389999
2021-02-09,136.619995,137.880005,135.850006,136.009995
2021-02-08,136.029999,136.960007,134.919998,136.910004
2021-02-05,137.350006,137.419998,135.860001,136.759995
2021-02-04,136.300003,137.399994,134.589996,137.389999
2021-02-03,135.759995,135.770004,133.610001,133.940002
2021-02-02,135.729996,136.309998,134.610001,134.990005
2021-02-01,133.75,135.380005,130.929993,134.139999
2021-01-29,135.830002,136.740005,130.210007,131.960007
2021-01-28,139.520004,141.990005,136.699997,137.089996
2021-01-27,143.429993,144.300003,140.410004,142.059998
2021-01-26,143.600006,144.300003,141.369995,143.160004
2021-01-25,143.070007,145.089996,136.539993,142.919998
2021-01-22,136.279999,139.850006,135.020004,139.070007
2021-01-21,133.800003,139.669998,133.589996,136.869995
2021-01-20,128.660004,132.490005,128.550003,132.029999
2021-01-19,127.779999,128.710007,126.940002,127.830002
2021-01-15,128.779999,130.220001,127.0,127.139999
2021-01-14,130.800003,131.0,128.759995,128.910004
2021-01-13,128.759995,131.449997,128.490005,130.889999
2021-01-12,128.5,129.690002,126.860001,128.800003
2021-01-11,129.190002,130.169998,128.5,128.979996
2021-01-08,132.429993,132.630005,130.229996,132.050003
2021-01-07,128.360001,131.630005,127.860001,130.919998
2021-01-06,127.720001,131.050003,126.379997,126.599998
2021-01-05,128.889999,131.740005,128.429993,131.009995
2021-01-04,133.520004,133.610001,126.760002,129.410004
2020-12-31,134.080002,134.740005,131.720001,132.690002
2020-12-30,135.580002,135.990005,133.399994,133.720001
2020-12-29,138.050003,138.789993,134.339996,134.869995
2020-12-28,133.990005,137.339996,133.509995,136.690002
2020-12-24,131.320007,133.460007,131.100006,131.970001
2020-12-23,132.160004,132.429993,130.779999,130.960007
2020-12-22,131.610001,134.410004,129.649994,131.880005
2020-12-21,125.019997,128.309998,123.449997,128.229996
2020-12-18,128.960007,129.100006,126.120003,126.660004
2020-12-17,128.899994,129.580002,128.039993,128.699997
2020-12-16,127.410004,128.369995,126.559998,127.809998
2020-12-15,124.339996,127.900002,124.129997,127.879997
2020-12-14,122.599998,123.349998,121.540001,121.779999
2020-12-11,122.43,122.760002,120.550003,122.410004
2020-12-10,120.5,123.870003,120.150002,123.239998
2020-12-09,124.529999,125.949997,121.0,121.779999
2020-12-08,124.370003,124.980003,123.089996,124.379997
2020-12-07,122.309998,124.57,122.25,123.75
2020-12-04,122.599998,122.860001,121.519997,122.25
2020-12-03,123.519997,123.779999,122.209999,122.940002
2020-12-02,122.019997,123.370003,120.889999,123.080002
2020-12-01,121.010002,123.470001,120.010002,122.720001
2020-11-30,116.970001,120.970001,116.809998,119.050003
2020-11-27,116.57,117.489998,116.220001,116.589996
2020-11-25,115.550003,116.75,115.169998,116.029999
2020-11-24,113.910004,115.849998,112.589996,115.169998
2020-11-23,117.18,117.620003,113.75,113.849998
2020-11-20,118.639999,118.769997,117.290001,117.339996
2020-11-19,117.589996,119.059998,116.809998,118.639999
2020-11-18,118.610001,119.82,118.0,118.029999
2020-11-17,119.550003,120.669998,118.959999,119.389999
2020-11-16,118.919998,120.989998,118.150002,120.300003
2020-11-13,119.440002,119.669998,117.870003,119.260002
2020-11-12,119.620003,120.529999,118.57,119.209999
2020-11-11,117.190002,119.629997,116.440002,119.489998
2020-11-10,115.550003,117.589996,114.129997,115.970001
2020-11-09,120.5,121.989998,116.050003,116.32
2020-11-06,118.32,119.199997,116.129997,118.690002
2020-11-05,117.949997,119.620003,116.870003,119.029999
2020-11-04,114.139999,115.589996,112.349998,114.949997
2020-11-03,109.660004,111.489998,108.730003,110.440002
2020-11-02,109.110001,110.68,107.32,108.769997
2020-10-30,111.059998,111.989998,107.720001,108.860001
2020-10-29,112.370003,116.93,112.199997,115.32
2020-10-28,115.050003,115.43,111.099998,111.199997
2020-10-27,115.489998,117.279999,114.540001,116.599998
2020-10-26,114.010002,116.550003,112.879997,115.050003
2020-10-23,116.389999,116.550003,114.279999,115.040001
2020-10-22,117.449997,118.040001,114.589996,115.75
2020-10-21,116.669998,118.709999,116.449997,116.870003
2020-10-20,116.199997,118.980003,115.629997,117.510002
2020-10-19,119.959999,120.419998,115.660004,115.980003
2020-10-16,121.279999,121.550003,118.809998,119.019997
2020-10-15,118.720001,121.199997,118.150002,120.709999
2020-10-14,121.0,123.029999,119.620003,121.190002
2020-10-13,125.269997,125.389999,119.650002,121.099998
2020-10-12,120.059998,125.18,119.279999,124.400002
2020-10-09,115.279999,117.0,114.919998,116.970001
2020-10-08,116.25,116.400002,114.589996,114.970001
2020-10-07,114.620003,115.550003,114.129997,115.080002
2020-10-06,115.699997,116.120003,112.25,113.160004
2020-10-05,113.910004,116.650002,113.550003,116.5
2020-10-02,112.889999,115.370003,112.220001,113.019997
2020-10-01,117.639999,117.720001,115.830002,116.790001
2020-09-30,113.790001,117.260002,113.620003,115.809998
2020-09-29,114.550003,115.309998,113.57,114.089996
2020-09-28,115.010002,115.32,112.779999,114.959999
2020-09-25,108.43,112.440002,107.669998,112.279999
2020-09-24,105.169998,110.25,105.0,108.220001
2020-09-23,111.620003,112.110001,106.769997,107.120003
2020-09-22,112.68,112.860001,109.160004,111.809998
2020-09-21,104.540001,110.190002,103.099998,110.080002
2020-09-18,110.400002,110.879997,106.089996,106.839996
2020-09-17,109.720001,112.199997,108.709999,110.339996
2020-09-16,115.230003,116.0,112.040001,112.129997
2020-09-15,118.330002,118.830002,113.610001,115.540001
2020-09-14,114.720001,115.93,112.800003,115.360001
2020-09-11,114.57,115.230003,110.0,112.0
2020-09-10,120.360001,120.5,112.5,113.489998
2020-09-09,117.260002,119.139999,115.260002,117.32
2020-09-08,113.949997,118.989998,112.68,112.82
2020-09-04,120.07,123.699997,110.889999,120.959999
2020-09-03,126.910004,128.839996,120.5,120.879997
2020-09-02,137.589996,137.979996,127.0,131.399994
2020-09-01,132.759995,134.800003,130.529999,134.179993
2020-08-31,127.580002,131.0,126.0,129.039993
2020-08-28,126.012497,126.442497,124.577499,124.807503
2020-08-27,127.142502,127.485001,123.832497,125.010002
2020-08-26,126.18,126.9925,125.082497,126.522499
2020-08-25,124.697502,125.18,123.052498,124.824997
2020-08-24,128.697495,128.785004,123.9375,125.857498
2020-08-21,119.262497,124.8675,119.25,124.370003
2020-08-20,115.2684925143,117.9,115.2510653124,117.9
2020-08-19,115.982498,117.162498,115.610001,115.707497
2020-08-18,114.352501,116.0,114.0075,115.5625
2020-08-17,116.0625,116.087502,113.962502,114.607498
2020-08-14,114.830002,115.0,113.044998,114.907501
2020-08-13,114.43,116.042503,113.927498,115.010002
2020-08-12,110.497498,113.275002,110.297501,113.010002
2020-08-11,111.970001,112.482498,109.107498,109.375
2020-08-10,112.599998,113.775002,110.0,112.727501
2020-08-07,113.205002,113.675003,110.292503,111.112503
2020-08-06,110.404999,114.412498,109.797501,113.902496
2020-08-05,109.377502,110.392502,108.897499,110.0625
2020-08-04,109.1325,110.790001,108.387497,109.665001
2020-08-03,108.199997,111.637497,107.892502,108.9375
2020-07-31,102.885002,106.415001,100.824997,106.260002
2020-07-30,94.1875,96.297501,93.767502,96.190002
2020-07-29,93.75,95.230003,93.712502,95.040001
2020-07-28,94.3675,94.550003,93.247498,93.252502
2020-07-27,93.709999,94.904999,93.480003,94.809998
2020-07-24,90.987503,92.970001,89.144997,92.614998
2020-07-23,96.997498,97.077499,92.010002,92.845001
2020-07-22,96.692497,97.974998,96.602501,97.272499
2020-07-21,99.172501,99.25,96.7425,97.0
2020-07-20,96.417503,98.5,96.0625,98.357498
2020-07-17,96.987503,97.147499,95.839996,96.327499
2020-07-16,96.5625,97.404999,95.904999,96.522499
2020-07-15,98.989998,99.247498,96.489998,97.724998
2020-07-14,94.839996,97.254997,93.877502,97.057503
2020-07-13,97.264999,99.955002,95.2575,95.477501
2020-07-10,95.334999,95.980003,94.705002,95.919998
2020-07-09,96.262497,96.317497,94.672501,95.752502
2020-07-08,94.18,95.375,94.089996,95.342499
2020-07-07,93.852501,94.654999,93.057503,93.172501
2020-07-06,92.5,93.945,92.467499,93.462502
2020-07-02,91.962502,92.6175,90.910004,91.027496
2020-07-01,91.279999,91.839996,90.977501,91.027496
2020-06-30,90.019997,91.495003,90.0,91.199997
2020-06-29,88.3125,90.542503,87.82,90.445
2020-06-26,91.102501,91.330002,88.254997,88.407501
2020-06-25,90.175003,91.25,89.392502,91.209999
2020-06-24,91.25,92.197502,89.629997,90.014999
2020-06-23,91.0,93.095001,90.567497,91.6325
2020-06-22,87.834999,89.864998,87.787498,89.717499
2020-06-19,88.660004,89.139999,86.287498,87.43
2020-06-18,87.852501,88.362503,87.305,87.932503
2020-06-17,88.787498,88.849998,87.772499,87.897499
2020-06-16,87.864998,88.300003,86.18,88.019997
2020-06-15,83.3125,86.419998,83.144997,85.747498
2020-06-12,86.18,86.949997,83.555,84.699997
2020-06-11,87.327499,87.764999,83.870003,83.974998
2020-06-10,86.974998,88.692497,86.522499,88.209999
2020-06-09,83.035004,86.402496,83.002502,85.997498
2020-06-08,82.5625,83.400002,81.830002,83.364998
2020-06-05,80.837502,82.9375,80.807503,82.875
2020-06-04,81.097504,81.404999,80.195,80.580002
2020-06-03,81.165001,81.550003,80.574997,81.279999
2020-06-02,80.1875,80.860001,79.732498,80.834999
2020-06-01,79.4375,80.587502,79.302498,80.462502
2020-05-29,79.8125,80.287498,79.1175,79.485001
2020-05-28,79.192497,80.860001,78.907501,79.5625
2020-05-27,79.035004,79.677498,78.272499,79.527496
2020-05-26,80.875,81.059998,79.125,79.182503
2020-05-22,78.942497,79.807503,78.837502,79.722504
2020-05-21,79.665001,80.222504,78.967499,79.212502
2020-05-20,79.169998,79.879997,79.129997,79.807503
2020-05-19,78.7575,79.629997,78.252502,78.285004
2020-05-18,78.292503,79.125,77.580002,78.739998
2020-05-15,75.087502,76.974998,75.052498,76.927498
2020-05-14,76.127502,77.447502,75.3825,77.385002
2020-05-13,78.037498,78.987503,75.802498,76.912498
2020-05-12,79.457497,79.922501,77.727501,77.852501
2020-05-11,77.025002,79.262497,76.809998,78.752502
2020-05-08,76.410004,77.587502,76.072502,77.532501
2020-05-07,75.805,76.292503,75.4925,75.934998
2020-05-06,75.114998,75.809998,74.717499,75.157501
2020-05-05,73.764999,75.25,73.614998,74.389999
2020-05-04,72.292503,73.422501,71.580002,73.290001
2020-05-01,71.5625,74.75,71.462502,72.267502
2020-04-30,72.489998,73.6325,72.087502,73.449997
2020-04-29,71.182503,72.417503,70.972504,71.932503
2020-04-28,71.269997,71.457497,69.550003,69.644997
2020-04-27,70.449997,71.135002,69.987503,70.792503
2020-04-24,69.300003,70.752502,69.25,70.7425
2020-04-23,68.967499,70.4375,68.717499,68.7575
2020-04-22,68.402496,69.474998,68.050003,69.025002
2020-04-21,69.07,69.3125,66.357498,67.092499
2020-04-20,69.487503,70.419998,69.212502,69.232498
2020-04-17,71.172501,71.737503,69.214996,70.699997
2020-04-16,71.845001,72.050003,70.587502,71.672501
2020-04-15,70.599998,71.582497,70.157501,71.107498
2020-04-14,70.0,72.0625,69.512497,71.762497
2020-04-13,67.077499,68.425003,66.457497,68.3125
2020-04-09,67.175003,67.517502,66.175003,66.997498
2020-04-08,65.684998,66.842499,65.307503,66.517502
2020-04-07,67.699997,67.925003,64.75,64.857498
2020-04-06,62.724998,65.777496,62.345001,65.6175
2020-04-03,60.700001,61.424999,59.7425,60.352501
2020-04-02,60.084999,61.287498,59.224998,61.232498
2020-04-01,61.625,62.18,59.782501,60.227501
2020-03-31,63.900002,65.622498,63.0,63.572498
2020-03-30,62.685001,63.880001,62.349998,63.702499
2020-03-27,63.1875,63.967499,61.762501,61.935001
2020-03-26,61.630001,64.669998,61.59,64.610001
2020-03-25,62.6875,64.5625,61.075001,61.380001
2020-03-24,59.09,61.922501,58.575001,61.720001
2020-03-23,57.02,57.125,53.1525,56.092499
2020-03-20,61.794998,62.9575,57.0,57.310001
2020-03-19,61.8475,63.209999,60.6525,61.195
2020-03-18,59.942501,62.5,59.279999,61.6675
2020-03-17,61.877499,64.402496,59.599998,63.215
2020-03-16,60.487499,64.769997,60.0,60.552502
2020-03-13,66.222504,69.980003,63.237499,69.4925
2020-03-12,63.985001,67.5,62.0,62.057499
2020-03-11,69.347504,70.305,67.964996,68.857498
2020-03-10,69.285004,71.610001,67.342499,71.334999
2020-03-09,65.9375,69.522499,65.75,66.542503
2020-03-06,70.5,72.705002,70.307503,72.2575
2020-03-05,73.879997,74.887497,72.852501,73.230003
2020-03-04,74.110001,75.849998,73.282501,75.684998
2020-03-03,75.917503,76.0,71.449997,72.330002
2020-03-02,70.57,75.360001,69.43,74.702499
2020-02-28,64.315002,69.602501,64.092499,68.339996
2020-02-27,70.275002,71.5,68.239998,68.379997
2020-02-26,71.6325,74.470001,71.625,73.162498
2020-02-25,75.237503,75.6325,71.532501,72.019997
2020-02-24,74.315002,76.044998,72.307503,74.544998
2020-02-21,79.654999,80.112503,77.625,78.262497
2020-02-20,80.657501,81.162498,79.552498,80.074997
2020-02-19,80.0,81.142502,80.0,80.904999
2020-02-18,78.839996,79.9375,78.652496,79.75
2020-02-14,81.184998,81.495003,80.712502,81.237503
2020-02-13,81.047501,81.555,80.837502,81.217499
2020-02-12,80.3675,81.805,80.3675,81.800003
2020-02-11,80.900002,80.974998,79.677498,79.902496
2020-02-10,78.544998,80.387497,78.462502,80.387497
2020-02-07,80.592499,80.849998,79.5,80.0075
2020-02-06,80.642502,81.305,80.065002,81.302498
2020-02-05,80.879997,81.190002,79.737503,80.362503
2020-02-04,78.827499,79.910004,78.407501,79.712502
2020-02-03,76.074997,78.372498,75.555,77.165001
2020-01-31,80.232498,80.669998,77.072502,77.377502
2020-01-30,80.135002,81.022499,79.6875,80.967499
2020-01-29,81.112503,81.962502,80.345001,81.084999
2020-01-28,78.150002,79.599998,78.047501,79.422501
2020-01-27,77.514999,77.942497,76.220001,77.237503
2020-01-24,80.0625,80.832497,79.379997,79.577499
2020-01-23,79.480003,79.889999,78.912498,79.807503
2020-01-22,79.644997,79.997498,79.327499,79.425003
2020-01-21,79.297501,79.754997,79.0,79.142502
2020-01-17,79.067497,79.684998,78.75,79.682503
2020-01-16,78.397499,78.925003,78.022499,78.809998
2020-01-15,77.962502,78.875,77.387497,77.834999
2020-01-14,79.175003,79.392502,78.042503,78.169998
2020-01-13,77.910004,79.267502,77.787498,79.239998
2020-01-10,77.650002,78.167503,77.0625,77.582497
2020-01-09,76.809998,77.607498,76.550003,77.407501
2020-01-08,74.290001,76.110001,74.290001,75.797501
2020-01-07,74.959999,75.224998,74.370003,74.597504
2020-01-06,73.447502,74.989998,73.1875,74.949997
2020-01-03,74.287498,75.144997,74.125,74.357498
2020-01-02,74.059998,75.150002,73.797501,75.087502
2019-12-31,72.482498,73.419998,72.379997,73.412498
2019-12-30,72.364998,73.172501,71.305,72.879997
2019-12-27,72.779999,73.4925,72.029999,72.449997
2019-12-26,71.205002,72.495003,71.175003,72.477501
2019-12-24,71.172501,71.222504,70.730003,71.067497
2019-12-23,70.1325,71.0625,70.092499,71.0
2019-12-20,70.557503,70.662498,69.639999,69.860001
2019-12-19,69.875,70.294998,69.737503,70.004997
2019-12-18,69.949997,70.474998,69.779999,69.934998
2019-12-17,69.892502,70.442497,69.699997,70.102501
2019-12-16,69.25,70.197502,69.245003,69.964996
2019-12-13,67.864998,68.824997,67.732498,68.787498
2019-12-12,66.945,68.139999,66.830002,67.864998
2019-12-11,67.202499,67.775002,67.125,67.692497
2019-12-10,67.150002,67.517502,66.464996,67.120003
2019-12-09,67.5,67.699997,66.227501,66.730003
2019-12-06,66.870003,67.75,66.824997,67.677498
2019-12-05,65.947502,66.472504,65.682503,66.394997
2019-12-04,65.267502,65.827499,65.169998,65.434998
2019-12-03,64.577499,64.8825,64.072502,64.862503
2019-12-02,66.817497,67.0625,65.862503,66.040001
2019-11-29,66.650002,67.0,66.474998,66.8125
2019-11-27,66.394997,66.995003,66.327499,66.959999
2019-11-26,66.735001,66.790001,65.625,66.072502
2019-11-25,65.677498,66.610001,65.629997,66.592499
2019-11-22,65.647499,65.794998,65.209999,65.445
2019-11-21,65.922501,66.002502,65.294998,65.502502
2019-11-20,66.385002,66.519997,65.099998,65.797501
2019-11-19,66.974998,67.0,66.347504,66.572502
2019-11-18,66.449997,66.857498,66.057503,66.775002
2019-11-15,65.919998,66.445,65.752502,66.440002
2019-11-14,65.9375,66.220001,65.525002,65.660004
2019-11-13,65.282501,66.195,65.267502,66.1175
